Title,Abstract,Cleaned Abstract,DIM_1,DIM_2,Clusters,Cluster Keywords,Cluster Titles
Accelerating the Big Data Analytics by GPU-Based Machine Learning: A Survey,"Today a large volume of structured and unstructured data is being generated online; the main sources for big data are social media profiles, MOOC (massive open online courses) log, social influencer, Internet of Things (IoT) data, the web, transactional applications, stream monitoring technologies, NoSQL (not only structured query language) stored data, log files, legacy document, and so on. There is a need to analyze such huge volume of data at a faster rate by uncovering the hidden patterns and correlation between the data to provide intelligent business decisions with high accuracy. The GPU (graphics processing unit)-enabled machine learning-based techniques are the strongest solution being used to perform big data analytics operation at an accelerated speed. This paper discusses selective GPU-based machine learning algorithms like decision tree, neural network, random forest, Q-learning, SARSA learning, K-means, NB (naive Bayes), AdaBoost, deep learning, support vector machine (SVM), linear regression, logistic regression, Apriori, and HMM (hidden Markov model) being used for big data analysis.
 Keywords
 Machine learning
 Big data
 GPU
 Acceleration
 Analytics",today a large volume of structured and unstructured data is being generated online  the main sources for big data are social media profiles  mooc  massive open online courses  log  social influencer  internet of things  iot  data  the web  transactional applications  stream monitoring technologies  nosql  not only structured query language  stored data  log files  legacy document  and so on  there is a need to analyze such huge volume of data at a faster rate by uncovering the hidden patterns and correlation between the data to provide intelligent business decisions with high accuracy  the gpu  graphics processing unit  enabled machine learning based techniques are the strongest solution being used to perform big data analytics operation at an accelerated speed  this paper discusses selective gpu based machine learning algorithms like decision tree  neural network  random forest  q learning  sarsa learning  k means  nb  naive bayes   adaboost  deep learning  support vector machine  svm   linear regression  logistic regression  apriori  and hmm  hidden markov model  being used for big data analysis   keywords  machine learning  big data  gpu  acceleration  analytics,6.6228757,6.7771807,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
"External control arm analysis: an evaluation of propensity score approaches, G-computation, and doubly debiased machine learning","Background
 An external control arm is a cohort of control patients that are collected from data external to a single-arm trial. To provide an unbiased estimation of efficacy, the clinical profiles of patients from single and external arms should be aligned, typically using propensity score approaches. There are alternative approaches to infer efficacy based on comparisons between outcomes of single-arm patients and machine-learning predictions of control patient outcomes. These methods include G-computation and Doubly Debiased Machine Learning (DDML) and their evaluation for External Control Arms (ECA) analysis is insufficient.
 Methods
 We consider both numerical simulations and a trial replication procedure to evaluate the different statistical approaches: propensity score matching, Inverse Probability of Treatment Weighting (IPTW), G-computation, and DDML. The replication study relies on five type 2 diabetes randomized clinical trials granted by the Yale University Open Data Access (YODA) project. From the pool of five trials, observational experiments are artificially built by replacing a control arm from one trial by an arm originating from another trial and containing similarly-treated patients.
 Results
 Among the different statistical approaches, numerical simulations show that DDML has the smallest bias followed by G-computation. In terms of mean squared error, G-computation usually minimizes mean squared error. Compared to other methods, DDML has varying Mean Squared Error performances that improves with increasing sample sizes. For hypothesis testing, all methods control type I error and DDML is the most conservative. G-computation is the best method in terms of statistical power, and DDML has comparable power at \(n=1000\) but inferior ones for smaller sample sizes. The replication procedure also indicates that G-computation minimizes mean squared error whereas DDML has intermediate performances in between G-computation and propensity score approaches. The confidence intervals of G-computation are the narrowest whereas confidence intervals obtained with DDML are the widest for small sample sizes, which confirms its conservative nature.
 Conclusions
 For external control arm analyses, methods based on outcome prediction models can reduce estimation error and increase statistical power compared to propensity score approaches.",background  an external control arm is a cohort of control patients that are collected from data external to a single arm trial  to provide an unbiased estimation of efficacy  the clinical profiles of patients from single and external arms should be aligned  typically using propensity score approaches  there are alternative approaches to infer efficacy based on comparisons between outcomes of single arm patients and machine learning predictions of control patient outcomes  these methods include g computation and doubly debiased machine learning  ddml  and their evaluation for external control arms  eca  analysis is insufficient   methods  we consider both numerical simulations and a trial replication procedure to evaluate the different statistical approaches  propensity score matching  inverse probability of treatment weighting  iptw   g computation  and ddml  the replication study relies on five type   diabetes randomized clinical trials granted by the yale university open data access  yoda  project  from the pool of five trials  observational experiments are artificially built by replacing a control arm from one trial by an arm originating from another trial and containing similarly treated patients   results  among the different statistical approaches  numerical simulations show that ddml has the smallest bias followed by g computation  in terms of mean squared error  g computation usually minimizes mean squared error  compared to other methods  ddml has varying mean squared error performances that improves with increasing sample sizes  for hypothesis testing  all methods control type i error and ddml is the most conservative  g computation is the best method in terms of statistical power  and ddml has comparable power at   n        but inferior ones for smaller sample sizes  the replication procedure also indicates that g computation minimizes mean squared error whereas ddml has intermediate performances in between g computation and propensity score approaches  the confidence intervals of g computation are the narrowest whereas confidence intervals obtained with ddml are the widest for small sample sizes  which confirms its conservative nature   conclusions  for external control arm analyses  methods based on outcome prediction models can reduce estimation error and increase statistical power compared to propensity score approaches ,4.6723094,3.0223737,4,Machine Learning - Deep Learning - Predictive Analytics - Healthcare - Diagnostics - Data Analysis,Advances in Predictive and Diagnostic Techniques
New advances in prediction and surveillance of preeclampsia: role of machine learning approaches and remote monitoring,"Preeclampsia, a multisystem disorder in pregnancy, is still one of the main causes of maternal morbidity and mortality. Due to a lack of a causative therapy, an accurate prediction of women at risk for the disease and its associated adverse outcomes is of utmost importance to tailor care. In the past two decades, there have been successful improvements in screening as well as in the prediction of the disease in high-risk women. This is due to, among other things, the introduction of biomarkers such as the sFlt-1/PlGF ratio. Recently, the traditional definition of preeclampsia has been expanded based on new insights into the pathophysiology and conclusive evidence on the ability of angiogenic biomarkers to improve detection of preeclampsia-associated maternal and fetal adverse events.
 However, with the widespread availability of digital solutions, such as decision support algorithms and remote monitoring devices, a chance for a further improvement of care arises. Two lines of research and application are promising: First, on the patient side, home monitoring has the potential to transform the traditional care pathway. The importance of the ability to input and access data remotely is a key learning from the COVID-19 pandemic. Second, on the physician side, machine-learning-based decision support algorithms have been shown to improve precision in clinical decision-making. The integration of signals from patient-side remote monitoring devices into predictive algorithms that power physician-side decision support tools offers a chance to further improve care.
 The purpose of this review is to summarize the recent advances in prediction, diagnosis and monitoring of preeclampsia and its associated adverse outcomes. We will review the potential impact of the ability to access to clinical data via remote monitoring. In the combination of advanced, machine learning-based risk calculation and remote monitoring lies an unused potential that allows for a truly patient-centered care.",preeclampsia  a multisystem disorder in pregnancy  is still one of the main causes of maternal morbidity and mortality  due to a lack of a causative therapy  an accurate prediction of women at risk for the disease and its associated adverse outcomes is of utmost importance to tailor care  in the past two decades  there have been successful improvements in screening as well as in the prediction of the disease in high risk women  this is due to  among other things  the introduction of biomarkers such as the sflt   plgf ratio  recently  the traditional definition of preeclampsia has been expanded based on new insights into the pathophysiology and conclusive evidence on the ability of angiogenic biomarkers to improve detection of preeclampsia associated maternal and fetal adverse events   however  with the widespread availability of digital solutions  such as decision support algorithms and remote monitoring devices  a chance for a further improvement of care arises  two lines of research and application are promising  first  on the patient side  home monitoring has the potential to transform the traditional care pathway  the importance of the ability to input and access data remotely is a key learning from the covid    pandemic  second  on the physician side  machine learning based decision support algorithms have been shown to improve precision in clinical decision making  the integration of signals from patient side remote monitoring devices into predictive algorithms that power physician side decision support tools offers a chance to further improve care   the purpose of this review is to summarize the recent advances in prediction  diagnosis and monitoring of preeclampsia and its associated adverse outcomes  we will review the potential impact of the ability to access to clinical data via remote monitoring  in the combination of advanced  machine learning based risk calculation and remote monitoring lies an unused potential that allows for a truly patient centered care ,5.43406,3.2037184,4,Machine Learning - Deep Learning - Predictive Analytics - Healthcare - Diagnostics - Data Analysis,Advances in Predictive and Diagnostic Techniques
"Machine learning strengthened prediction of tracheal, bronchus, and lung cancer deaths due to air pollution","This work pointed out the use of machine learning tools to predict the effect of CO, O3, CH4, and CO2 on TBL (tracheal, bronchus, and lung cancer) deaths from 1990 to 2019. In this study, data from 203 countries/locations were used. We used evaluation metrics like accuracy, area under curve (AUC), recall, precision, and Matthews correlation coefficient (MCC) to determine the prediction efficiency of the models. The models that yielded accuracy between 89 and 90 were selected in this study. The essential features in the prediction process were extracted, and it was found that CO influenced the prediction process. Extra trees classifier, random forest classifier, gradient boosting classifier, and light gradient boosting machine were selected from 14 other classifiers based on the accuracy metric. The best-performing models, according to our benchmark standards, are the extra trees classifier (90.83%), random forest classifier (89.17%), gradient boosting classifier (89.17%), and light gradient boosting machine (89.17). We conclude that machine learning models can be used in predicting mortality, i.e., the number of deaths, and could assist us in predicting the role of air pollutants on TBL deaths globally.",this work pointed out the use of machine learning tools to predict the effect of co  o   ch   and co  on tbl  tracheal  bronchus  and lung cancer  deaths from      to       in this study  data from     countries locations were used  we used evaluation metrics like accuracy  area under curve  auc   recall  precision  and matthews correlation coefficient  mcc  to determine the prediction efficiency of the models  the models that yielded accuracy between    and    were selected in this study  the essential features in the prediction process were extracted  and it was found that co influenced the prediction process  extra trees classifier  random forest classifier  gradient boosting classifier  and light gradient boosting machine were selected from    other classifiers based on the accuracy metric  the best performing models  according to our benchmark standards  are the extra trees classifier           random forest classifier           gradient boosting classifier           and light gradient boosting machine          we conclude that machine learning models can be used in predicting mortality  i e   the number of deaths  and could assist us in predicting the role of air pollutants on tbl deaths globally ,4.891274,3.7739463,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
Machine Learning-Based Prototype Design for Rainfall Forecasting,"Predicting rainfall is one of the difficult and uncertain activities that have a significant influence on human society. Predictions that are correct and timely can help to prevent financial and human loss. Using the Computational approach of Machine learning algorithms, rainfall prediction can be performed by extracting and merging latent knowledge from linear and nonlinear trends in prior weather data. This study discusses a series of studies that used data mining algorithms to construct models that predict whether it will rain tomorrow in major Australian cities based on previous meteorological data for that day. Moreover, AutoML (Automated Machine Learning) technique is applied to find out which model will predict higher accuracy. The results demonstrate a comparison of a variety of evaluation measures for different machine learning techniques, as well as their accuracy in predicting rainfall using weather data.
 Keywords
 Rainfall forecast
 AutoML
 Random forest
 Adaboost",predicting rainfall is one of the difficult and uncertain activities that have a significant influence on human society  predictions that are correct and timely can help to prevent financial and human loss  using the computational approach of machine learning algorithms  rainfall prediction can be performed by extracting and merging latent knowledge from linear and nonlinear trends in prior weather data  this study discusses a series of studies that used data mining algorithms to construct models that predict whether it will rain tomorrow in major australian cities based on previous meteorological data for that day  moreover  automl  automated machine learning  technique is applied to find out which model will predict higher accuracy  the results demonstrate a comparison of a variety of evaluation measures for different machine learning techniques  as well as their accuracy in predicting rainfall using weather data   keywords  rainfall forecast  automl  random forest  adaboost,5.3197117,4.2016973,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
Data-driven approach to predict the fundamental period of steel-braced RC frames using stacked generalization machine learning models,"The study is directed toward the precise prediction of the fundamental period of steel-braced reinforced concrete (RC) moment-resisting frames through the utilization of stacked generalization, an advanced algorithmic ensemble machine learning technique. To facilitate this, a meticulously curated database comprising 17,280 building models has been automated using the ETABS Application Programming Interface (API). The database encompasses both concentrically braced frames and eccentrically braced frames and employs eigenvalue modal analysis to capture the fundamental periods, incorporating diverse bracing configurations and pivotal building parameters. Utilizing SHapley Additive exPlanations (SHAP), the study rigorously scrutinizes influential parameters that affect the fundamental period. The research introduces three stacking ensemble models, with the most effective model employing Random Forest as the meta-model and an ensemble of Extra Trees, Gradient Boosting, XGBoost, LightGBM, CatBoost, and kNN as base models. Hyperparameter tuning was accomplished through Bayesian Optimization, and a thorough sensitivity analysis was conducted. In rigorous evaluations conducted on the test dataset, the proposed model achieved an exceptionally high coefficient of determination (R2) of 0.9889, coupled with an impressively low root mean square error of 0.056. Further validation through multi-dimensional metrics confirmed the modelâ€™s robust generalization capabilities. Comparative validation against a few popular building code provisions and research models revealed that the proposed model markedly surpasses these benchmarks in predictive accuracy.",the study is directed toward the precise prediction of the fundamental period of steel braced reinforced concrete  rc  moment resisting frames through the utilization of stacked generalization  an advanced algorithmic ensemble machine learning technique  to facilitate this  a meticulously curated database comprising        building models has been automated using the etabs application programming interface  api   the database encompasses both concentrically braced frames and eccentrically braced frames and employs eigenvalue modal analysis to capture the fundamental periods  incorporating diverse bracing configurations and pivotal building parameters  utilizing shapley additive explanations  shap   the study rigorously scrutinizes influential parameters that affect the fundamental period  the research introduces three stacking ensemble models  with the most effective model employing random forest as the meta model and an ensemble of extra trees  gradient boosting  xgboost  lightgbm  catboost  and knn as base models  hyperparameter tuning was accomplished through bayesian optimization  and a thorough sensitivity analysis was conducted  in rigorous evaluations conducted on the test dataset  the proposed model achieved an exceptionally high coefficient of determination  r   of         coupled with an impressively low root mean square error of        further validation through multi dimensional metrics confirmed the model   s robust generalization capabilities  comparative validation against a few popular building code provisions and research models revealed that the proposed model markedly surpasses these benchmarks in predictive accuracy ,5.6723742,5.9089885,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
Interdisciplinary AI: A Machine Learning System for Streamlining External Aesthetic and Cultural Influences in Architecture,"Architecture does not exist in a vacuum. Its cultural, conceptual, and aesthetic agendas are constantly influenced by other visual and artistic disciplines ranging from film, photography, painting, and sculpture to fashion, graphic, and industrial design. The formal qualities of the cultural zeitgeist are perpetually influencing contemporary architectural aesthetics. In this paper, we aim to introduce a radical yet methodical approach toward regulating the relationship between human agency and computational form-making by using Machine Learning (ML) as a conceptual design tool for interdisciplinary collaboration and engagement. Through the use of a highly calibrated and customized ML systems that can classify and iterate stylistic approaches that exist outside the disciplinary boundaries of architecture, the technique allows for machine intelligence to design, coordinate, randomize, and iterate external formal and aesthetic qualities as they relate to pattern, color, proportion, hierarchy, and formal language. The human engagement in this design process is limited to the initial curation of input data in the form of image repositories of non-architectural disciplines that the machine learning system can extrapolate from, and consequently in regulating and choosing from the iterations of images the Artificial Neural Networks are capable of producing. In this process, the architect becomes a curator that samples and streamlines external cultural influences while regulating their significance and weight in the final design. By questioning the notion of human agency in the design process and providing creative license to Artificial Intelligence in the conceptual design phase, we aim to develop a novel approach toward humanâ€“machine collaboration that rejects traditional notions of disciplinary autonomy and streamlines the influence of external aesthetic disciplines on contemporary architectural production.",architecture does not exist in a vacuum  its cultural  conceptual  and aesthetic agendas are constantly influenced by other visual and artistic disciplines ranging from film  photography  painting  and sculpture to fashion  graphic  and industrial design  the formal qualities of the cultural zeitgeist are perpetually influencing contemporary architectural aesthetics  in this paper  we aim to introduce a radical yet methodical approach toward regulating the relationship between human agency and computational form making by using machine learning  ml  as a conceptual design tool for interdisciplinary collaboration and engagement  through the use of a highly calibrated and customized ml systems that can classify and iterate stylistic approaches that exist outside the disciplinary boundaries of architecture  the technique allows for machine intelligence to design  coordinate  randomize  and iterate external formal and aesthetic qualities as they relate to pattern  color  proportion  hierarchy  and formal language  the human engagement in this design process is limited to the initial curation of input data in the form of image repositories of non architectural disciplines that the machine learning system can extrapolate from  and consequently in regulating and choosing from the iterations of images the artificial neural networks are capable of producing  in this process  the architect becomes a curator that samples and streamlines external cultural influences while regulating their significance and weight in the final design  by questioning the notion of human agency in the design process and providing creative license to artificial intelligence in the conceptual design phase  we aim to develop a novel approach toward human   machine collaboration that rejects traditional notions of disciplinary autonomy and streamlines the influence of external aesthetic disciplines on contemporary architectural production ,9.40794,3.3630702,3,MLOps - Industry 4.0 - Machine Learning Operations - Continuous Deployment - AI in Manufacturing - Adoption Challenges,Challenges and Applications of MLOps in Industry
Sentiment Analysis Through Machine Learning: A Review,"Sentimental analysis is gaining popularity in the field of text mining. It is the study of peopleâ€™s opinions about any event, individual, or topic. Users are posting online reviews and opinions about specific products or services and it has become a popular way to share our reviews on the social web, as it is difficult to obtain users' reviews in such a rapid manner through any other means. It also provides us the volume of information on social media like Twitter and Facebook and a range of possible user opinions in a time-saving way. It is difficult as well as interesting due to the bulk amount of information generated by online social media and different kinds of possible opinions. Sentimental analysis on Facebook, Twitter has attracted much attention recently due to its wide applications in various commercial and public sectors. The main focus of this paper is to give a brief overview of sentimental analysis and its techniques and it also provides a comparative analysis of the research done in the field of sentiment analysis. These types of analysis are based on the machine learning approach.
 Keywords
 Sentiment Analysis
 Twitter
 Opinion Mining
 Machine Learning",sentimental analysis is gaining popularity in the field of text mining  it is the study of people   s opinions about any event  individual  or topic  users are posting online reviews and opinions about specific products or services and it has become a popular way to share our reviews on the social web  as it is difficult to obtain users  reviews in such a rapid manner through any other means  it also provides us the volume of information on social media like twitter and facebook and a range of possible user opinions in a time saving way  it is difficult as well as interesting due to the bulk amount of information generated by online social media and different kinds of possible opinions  sentimental analysis on facebook  twitter has attracted much attention recently due to its wide applications in various commercial and public sectors  the main focus of this paper is to give a brief overview of sentimental analysis and its techniques and it also provides a comparative analysis of the research done in the field of sentiment analysis  these types of analysis are based on the machine learning approach   keywords  sentiment analysis  twitter  opinion mining  machine learning,5.1706963,5.529643,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
A Study of iOS Machine Learning and Artificial Intelligence Frameworks and Libraries for Cotton Plant Disease Detection,"Identifying plant disease from leave images using machine learning and artificial intelligence algorithm is a recent trending research area in the technology and agriculture domain. It will fill the gap between hi-tech technology and the old traditional way of doing agriculture. This paper outlines a study of different iOS mobile machine learning and artificial framework and libraries which can be used in plant disease detection in agriculture. This paper also discusses the efficient use of these libraries in the iOS mobile app for better results. Many iOS ML and AI libraries have been studied which can be used directly in the iOS app with offline support, which means without interacting with the server and python language. The main criteria for selecting these libraries are mainly using the libraries directly in the iOS app using either Swift or Objective-C programming language. This will remove the dependency on server-side implementation and the needs of the python programming language. This study is used in designing the architecture of the iOS app for plant leaf disease detection and cotton plant disease classification.
 Keywords
 iOS
 Machine learning
 Artificial intelligence
 Cotton leaf
 Disease detection
 Offline iOS app
 CreateML
 Apple
 Tensor flow
 Swift for TensorFlow
 Classification",identifying plant disease from leave images using machine learning and artificial intelligence algorithm is a recent trending research area in the technology and agriculture domain  it will fill the gap between hi tech technology and the old traditional way of doing agriculture  this paper outlines a study of different ios mobile machine learning and artificial framework and libraries which can be used in plant disease detection in agriculture  this paper also discusses the efficient use of these libraries in the ios mobile app for better results  many ios ml and ai libraries have been studied which can be used directly in the ios app with offline support  which means without interacting with the server and python language  the main criteria for selecting these libraries are mainly using the libraries directly in the ios app using either swift or objective c programming language  this will remove the dependency on server side implementation and the needs of the python programming language  this study is used in designing the architecture of the ios app for plant leaf disease detection and cotton plant disease classification   keywords  ios  machine learning  artificial intelligence  cotton leaf  disease detection  offline ios app  createml  apple  tensor flow  swift for tensorflow  classification,7.8201747,6.069615,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
Analysing Machine Learning Techniques in Python for the Prediction of Diabetes Using the Risk Factors as Parameters,"Diabetes is a disease caused due to an increased level of glucose in the blood. Many people around the world suffer from this condition. A lot of research works have been published concerning diabetes, using a variety of classifiers and machine learning models, both for predictions and diagnosis. This paper outlines the effects of some risk factors of diabetes, specifically the effect of BMI, blood pressure and physical activity, using machine learning models. A survey was conducted among a random sample of Indians of various age groups and the data of 251 individuals was gathered after which ML algorithms were applied. The analysis is supported by naÃ¯ve Bayes, logistic regression and random forest algorithms. All the metrics of these algorithms are compared and discussed in this paper, thereby establishing the model having the highest accuracy for the prediction. The model with the highest accuracy and precision can be used or analysed for further computational research on diabetes mellitus.
 Keywords
 Classification algorithms
 NaÃ¯ve Bayes
 Random forest
 Logistic regression
 Machine learning",diabetes is a disease caused due to an increased level of glucose in the blood  many people around the world suffer from this condition  a lot of research works have been published concerning diabetes  using a variety of classifiers and machine learning models  both for predictions and diagnosis  this paper outlines the effects of some risk factors of diabetes  specifically the effect of bmi  blood pressure and physical activity  using machine learning models  a survey was conducted among a random sample of indians of various age groups and the data of     individuals was gathered after which ml algorithms were applied  the analysis is supported by na  ve bayes  logistic regression and random forest algorithms  all the metrics of these algorithms are compared and discussed in this paper  thereby establishing the model having the highest accuracy for the prediction  the model with the highest accuracy and precision can be used or analysed for further computational research on diabetes mellitus   keywords  classification algorithms  na  ve bayes  random forest  logistic regression  machine learning,5.1775484,3.10886,4,Machine Learning - Deep Learning - Predictive Analytics - Healthcare - Diagnostics - Data Analysis,Advances in Predictive and Diagnostic Techniques
A framework for predicting academic orientation using supervised machine learning,"School guidance is declared an integral part of the education and training process, as it accompanies students in their educational and professional choices. Accordingly, the current situation in light of the Covid-19 epidemic requires a reconsideration of school guidance together with the methods of accompanying the student to choose the field that suits his/her personality, knowledge qualifications, perceptual and intellectual skills in order to achieve an excellent educational level that enables the learner to work in future professions. The current study aims to predict a student's potential and provide support for academic guidance. This paper emphasizes the importance of supervised machine learning and classification algorithms to predict the personality type based on student traits. Based on the information gathered, the results of this study indicate that it contributes significantly to providing a comprehensive approach to support academic self-orientation.",school guidance is declared an integral part of the education and training process  as it accompanies students in their educational and professional choices  accordingly  the current situation in light of the covid    epidemic requires a reconsideration of school guidance together with the methods of accompanying the student to choose the field that suits his her personality  knowledge qualifications  perceptual and intellectual skills in order to achieve an excellent educational level that enables the learner to work in future professions  the current study aims to predict a student s potential and provide support for academic guidance  this paper emphasizes the importance of supervised machine learning and classification algorithms to predict the personality type based on student traits  based on the information gathered  the results of this study indicate that it contributes significantly to providing a comprehensive approach to support academic self orientation ,5.6033587,4.2703347,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
Dataset Anonimyzation for Machine Learning: An ISP Case Study,"Internet Service Providers technical support needs personal data to predict potential anomalies. In this paper, we performed a comparative study of forecasting performance using raw data and anonymized data, in order to assess how much performance may vary, when plain personal data are replaced by anonymized personal data.
 Keywords
 ISP
 Cryptography
 Customer Premise Equipment
 WISP
 Logistic regression
 Random forest
 Attribute suppression
 Character masking
 Hash
 Pseudo-anonymization
 Data generalization",internet service providers technical support needs personal data to predict potential anomalies  in this paper  we performed a comparative study of forecasting performance using raw data and anonymized data  in order to assess how much performance may vary  when plain personal data are replaced by anonymized personal data   keywords  isp  cryptography  customer premise equipment  wisp  logistic regression  random forest  attribute suppression  character masking  hash  pseudo anonymization  data generalization,6.531228,7.0189104,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
The role of artificial neural network and machine learning in utilizing spatial information,"In this age of the fourth industrial revolution 4.0, the digital world has a plethora of data, including the internet of things, mobile, cybersecurity, social media, forecasts, health data, and so on. The expertise of machine learning and artificial intelligence (AI) is required to soundly evaluate the data and develop related smart and automated applications, These fields use a variety of machine learning techniques including supervised, unsupervised, and reinforcement learning. The objective of the study is to present the role of artificial neural networks and machine learning in utilizing spatial information. Machine learning and AI play an increasingly important role in disaster risk reduction from hazard mapping and forecasting severe occurrences to real-time event detection, situational awareness, and decision assistance. Some of the applications employed in the study to analyze the various ANN domains included weather forecasting, medical diagnosis, aerospace, facial recognition, stock market, social media, signature verification, forensics, robotics, electronics hardware, defense, and seismic data gathering. Machine learning determines the many prediction models for problems involving classification, regression, and clustering using known variables and locations from the training dataset, spatial data that is based on tabular data creates different observations that are geographically related to one another for unknown factors and places. The study presents that the Recurrent neural network and convolutional neural network are the best method in spatial information processing, healthcare, and weather forecasting with greater than 90% accuracy.",in this age of the fourth industrial revolution      the digital world has a plethora of data  including the internet of things  mobile  cybersecurity  social media  forecasts  health data  and so on  the expertise of machine learning and artificial intelligence  ai  is required to soundly evaluate the data and develop related smart and automated applications  these fields use a variety of machine learning techniques including supervised  unsupervised  and reinforcement learning  the objective of the study is to present the role of artificial neural networks and machine learning in utilizing spatial information  machine learning and ai play an increasingly important role in disaster risk reduction from hazard mapping and forecasting severe occurrences to real time event detection  situational awareness  and decision assistance  some of the applications employed in the study to analyze the various ann domains included weather forecasting  medical diagnosis  aerospace  facial recognition  stock market  social media  signature verification  forensics  robotics  electronics hardware  defense  and seismic data gathering  machine learning determines the many prediction models for problems involving classification  regression  and clustering using known variables and locations from the training dataset  spatial data that is based on tabular data creates different observations that are geographically related to one another for unknown factors and places  the study presents that the recurrent neural network and convolutional neural network are the best method in spatial information processing  healthcare  and weather forecasting with greater than     accuracy ,5.3568516,3.3734686,4,Machine Learning - Deep Learning - Predictive Analytics - Healthcare - Diagnostics - Data Analysis,Advances in Predictive and Diagnostic Techniques
Machine Learning in Lung Cancer Radiomics,"Lung cancer is the leading cause of cancer-related deaths worldwide. Medical imaging technologies such as computed tomography (CT) and positron emission tomography (PET) are routinely used for non-invasive lung cancer diagnosis. In clinical practice, physicians investigate the characteristics of tumors such as the size, shape and location from CT and PET images to make decisions. Recently, scientists have proposed various computational image features that can capture more information than that directly perceivable by human eyes, which promotes the rise of radiomics. Radiomics is a research field on the conversion of medical images into high-dimensional features with data-driven methods to help subsequent data mining for better clinical decision support. Radiomic analysis has four major steps: image preprocessing, tumor segmentation, feature extraction and clinical prediction. Machine learning, including the high-profile deep learning, facilitates the development and application of radiomic methods. Various radiomic methods have been proposed recently, such as the construction of radiomic signatures, tumor habitat analysis, cluster pattern characterization and end-to-end prediction of tumor properties. These methods have been applied in many studies aiming at lung cancer diagnosis, treatment and monitoring, shedding light on future non-invasive evaluations of the nodule malignancy, histological subtypes, genomic properties and treatment responses. In this review, we summarized and categorized the studies on the general workflow, methods for clinical prediction and clinical applications of machine learning in lung cancer radiomic studies, introduced some commonly-used software tools, and discussed the limitations of current methods and possible future directions.",lung cancer is the leading cause of cancer related deaths worldwide  medical imaging technologies such as computed tomography  ct  and positron emission tomography  pet  are routinely used for non invasive lung cancer diagnosis  in clinical practice  physicians investigate the characteristics of tumors such as the size  shape and location from ct and pet images to make decisions  recently  scientists have proposed various computational image features that can capture more information than that directly perceivable by human eyes  which promotes the rise of radiomics  radiomics is a research field on the conversion of medical images into high dimensional features with data driven methods to help subsequent data mining for better clinical decision support  radiomic analysis has four major steps  image preprocessing  tumor segmentation  feature extraction and clinical prediction  machine learning  including the high profile deep learning  facilitates the development and application of radiomic methods  various radiomic methods have been proposed recently  such as the construction of radiomic signatures  tumor habitat analysis  cluster pattern characterization and end to end prediction of tumor properties  these methods have been applied in many studies aiming at lung cancer diagnosis  treatment and monitoring  shedding light on future non invasive evaluations of the nodule malignancy  histological subtypes  genomic properties and treatment responses  in this review  we summarized and categorized the studies on the general workflow  methods for clinical prediction and clinical applications of machine learning in lung cancer radiomic studies  introduced some commonly used software tools  and discussed the limitations of current methods and possible future directions ,6.2830386,3.6551852,3,MLOps - Industry 4.0 - Machine Learning Operations - Continuous Deployment - AI in Manufacturing - Adoption Challenges,Challenges and Applications of MLOps in Industry
Client Selection Frameworks Within Federated Machine Learning: The Current Paradigm,"Organisations are increasingly looking for ways to further utilise big data and the benefits that come with this. Previously, this role has been taken by traditional machine learning algorithms. However, these have drawbacks such as computation cost and privacy issues. Federated machine learning (FML) seeks to remedy the downfalls of traditional machine learning. Client selection is one way in which to further improve FML, as which clients that are chosen, and how they operate are a core part of its operation. This paper proposes a potential better way to operate a client selection framework, after reviewing the current literature within academia.
 Keywords
 Federated machine learning
 Client selection framework
 Cyber security",organisations are increasingly looking for ways to further utilise big data and the benefits that come with this  previously  this role has been taken by traditional machine learning algorithms  however  these have drawbacks such as computation cost and privacy issues  federated machine learning  fml  seeks to remedy the downfalls of traditional machine learning  client selection is one way in which to further improve fml  as which clients that are chosen  and how they operate are a core part of its operation  this paper proposes a potential better way to operate a client selection framework  after reviewing the current literature within academia   keywords  federated machine learning  client selection framework  cyber security,6.2296114,7.5283265,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
