Source,Title,Year,# Citations,Authors,Journal,Type,Abstract,PDF,BibTex,DOI,Published,Matched_title
Springer Link,Classification of Customer Tweets Using Big Data Analytics,2024,0,"Abeer Nafel Alharbi,Hessah Alnnamlah &Liyakathunisa","Springer, Cham",Chapter and Conference Paper,"Word of mouth has a great impact on commercial planning and decision-making. Social media is considered as one of the greatest media to spread customerâ€™s opinion about product. Twitter in particular serves as a platform to share people opinion with the words. Decision makers nowadays are seeking analysis approaches on customer tweets to classify whether a customer is satisfied or unhappy. But the enormous number of tweets per seconds and the live streaming of twitter require big data processors in order to support decision-making. In this paper, we propose a recommender system that helps decision makers to fetch customer streaming tweets and classifies their opinion within seconds. We aim to achieve that by applying NaÃ¯ve Bayes algorithm using big data machine learning approach, Apache Hadoop and Mahout tools are used. The result of our finding is a recommender system that can be used to classify any new customer tweets. The accuracy of the model is 99.39% which promises accurate results in identifying negative or positive customer opinion about a product in a tweet.
 Keywords
 Big Data Analytics
 Recommender system
 Mahout
 Tweets
 Sentiment analysis",https://link.springer.com/content/pdf/10.1007/978-3-319-78753-4.pdf,"@InProceedings{10.1007/978-3-319-78753-4_13,
author=""Alharbi, Abeer Nafel
and Alnnamlah, Hessah
and Liyakathunisa"",
editor=""Alenezi, Mamdouh
and Qureshi, Basit"",
title=""Classification of Customer Tweets Using Big Data Analytics"",
booktitle=""5th International Symposium on Data Mining Applications"",
year=""2018"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""169--180"",
abstract=""Word of mouth has a great impact on commercial planning and decision-making. Social media is considered as one of the greatest media to spread customer's opinion about product. Twitter in particular serves as a platform to share people opinion with the words. Decision makers nowadays are seeking analysis approaches on customer tweets to classify whether a customer is satisfied or unhappy. But the enormous number of tweets per seconds and the live streaming of twitter require big data processors in order to support decision-making. In this paper, we propose a recommender system that helps decision makers to fetch customer streaming tweets and classifies their opinion within seconds. We aim to achieve that by applying Na{\""i}ve Bayes algorithm using big data machine learning approach, Apache Hadoop and Mahout tools are used. The result of our finding is a recommender system that can be used to classify any new customer tweets. The accuracy of the model is 99.39{\%} which promises accurate results in identifying negative or positive customer opinion about a product in a tweet. "",
isbn=""978-3-319-78753-4""
}",978-3-319-78753-4_13,No,
Springer Link,"LATIN 2022: Theoretical Informatics 15th Latin American Symposium, Guanajuato, Mexico, November 7â€“11, 2022, Proceedings",2024,0,"Armando CastaÃ±eda
 ,Francisco RodrÃ­guez-HenrÃ­quez",,,,https://link.springer.com/content/pdf/10.1007/978-3-031-20624-5.pdf,,978-3-031-20624-5,No,
Springer Link,LED: Learnable Encryption with Deniability,2024,0,"Zhe-Wei Lin,Tzu-Hung Liu &Po-Wen Chi","Springer, Singapore",Chapter and Conference Paper,"User privacy is an important issue in the cloud machine learning service. In this paper, we raise a new threat about the online machine learning service, which comes from outside superior authority. The authority may ask the user and the cloud to disclose secrets and the authority can monitor the user behavior. We propose a protection approach called learnable encryption with deniability (LED), which can convince the outsider of the fake data and can protect the user privacy.
 Keywords
 Privacy-preserving machine learning
 Learnable encryption
 Deniable encryption",https://link.springer.com/content/pdf/10.1007/978-981-19-9582-8.pdf,"@InProceedings{10.1007/978-981-19-9582-8_57,
author=""Lin, Zhe-Wei
and Liu, Tzu-Hung
and Chi, Po-Wen"",
editor=""Hsieh, Sun-Yuan
and Hung, Ling-Ju
and Klasing, Ralf
and Lee, Chia-Wei
and Peng, Sheng-Lung"",
title=""LED: Learnable Encryption with√Ç¬†Deniability"",
booktitle=""New Trends in Computer Technologies and Applications"",
year=""2022"",
publisher=""Springer Nature Singapore"",
address=""Singapore"",
pages=""649--660"",
abstract=""User privacy is an important issue in the cloud machine learning service. In this paper, we raise a new threat about the online machine learning service, which comes from outside superior authority. The authority may ask the user and the cloud to disclose secrets and the authority can monitor the user behavior. We propose a protection approach called learnable encryption with deniability (LED), which can convince the outsider of the fake data and can protect the user privacy."",
isbn=""978-981-19-9582-8""
}",978-981-19-9582-8_57,No,
Springer Link,Anomaly process detection using negative selection algorithm and classification techniques,2024,0,Soodeh Hosseini &Hossein Seilani,,Article,"Artificial immune system is derived from the biological immune system. This system is an important method for generating detectors that include self-adaption, self- regulation and self-learning which have self/non-self-detection features. This method is used in anomaly process detection where the anomaly is non-self in the system. We present a new combining technique for anomaly process detection. This combined technique is a unification of both negative selection and classification algorithm. The main aim of the proposed techniques is to increase the accuracy in this system while decreasing its training time. In this research, CICIDS 2017 and NSL-KDD dataset with different sets of features and the same number of detectors are used. This paper presents a framework for detecting anomaly processes on a host base computer system which is established on the artificial immune system. We evaluate our technique using machine learning algorithms such as: logistic regression, random forest, decision tree and K-neighbors. Moreover, we use WEKA tool classification to perform a correlation based feature selection on the dataset.",https://link.springer.com/content/pdf/10.1007/s12530-019-09317-1.pdf,"@Article{Hosseini2021,
author=""Hosseini, Soodeh
and Seilani, Hossein"",
title=""Anomaly process detection using negative selection algorithm and classification techniques"",
journal=""Evolving Systems"",
year=""2021"",
month=""Sep"",
day=""01"",
volume=""12"",
number=""3"",
pages=""769--778"",
abstract=""Artificial immune system is derived from the biological immune system. This system is an important method for generating detectors that include self-adaption, self- regulation and self-learning which have self/non-self-detection features. This method is used in anomaly process detection where the anomaly is non-self in the system. We present a new combining technique for anomaly process detection. This combined technique is a unification of both negative selection and classification algorithm. The main aim of the proposed techniques is to increase the accuracy in this system while decreasing its training time. In this research, CICIDS 2017 and NSL-KDD dataset with different sets of features and the same number of detectors are used. This paper presents a framework for detecting anomaly processes on a host base computer system which is established on the artificial immune system. We evaluate our technique using machine learning algorithms such as: logistic regression, random forest, decision tree and K-neighbors. Moreover, we use WEKA tool classification to perform a correlation based feature selection on the dataset."",
issn=""1868-6486"",
doi=""10.1007/s12530-019-09317-1"",
url=""https://doi.org/10.1007/s12530-019-09317-1""
}",s12530-019-09317-1,No,
Springer Link,Application of Artificial Intelligence Techniques for the Creation of Novel Services Based on Connected Vehicles,2024,0,"Adrian Arroyo,David Evans,Alexandre Solleiro,Ignacio Elicegui,Alejandro Manilla &Daniel Calvo","Springer, Cham",Chapter and Conference Paper,"New technologies have been progressively integrated into vehicles during the last thirty years. Commercial vehicles today can be seen as 2 tonne IoT devices on wheels that continuously collect high-quality information not only from the internal performance and behaviour of the vehicle but also from the external environment. The adoption of cutting-edge technologies like 5G, Edge Computing and Artificial Intelligence (AI) will be essential pillars for the actual implementation of new Intelligent Transportation Systems (ITS) leveraging Vehicle-to-everything (V2X) paradigm. This paper is focused on the design and implementation of a connected vehicle-based system to enable new services and applications to be developed, by exploiting high-quality data collected from onboard sensors and ECUs and leveraging state-of-the-art machine learning technologies.
 Keywords
 Artificial Intelligence
 Connected vehicle
 SUMO
 V2X
 CAN
 V2V",https://link.springer.com/content/pdf/10.1007/978-3-030-65871-7.pdf,"@InProceedings{10.1007/978-3-030-65871-7_3,
author=""Arroyo, Adrian
and Evans, David
and Solleiro, Alexandre
and Elicegui, Ignacio
and Manilla, Alejandro
and Calvo, Daniel"",
editor=""Zach{\""a}us, Carolin
and Meyer, Gereon"",
title=""Application of Artificial Intelligence Techniques for the Creation of Novel Services Based on Connected Vehicles"",
booktitle=""Intelligent System Solutions for Auto Mobility and Beyond"",
year=""2021"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""26--37"",
abstract=""New technologies have been progressively integrated into vehicles during the last thirty years. Commercial vehicles today can be seen as 2 tonne IoT devices on wheels that continuously collect high-quality information not only from the internal performance and behaviour of the vehicle but also from the external environment. The adoption of cutting-edge technologies like 5G, Edge Computing and Artificial Intelligence (AI) will be essential pillars for the actual implementation of new Intelligent Transportation Systems (ITS) leveraging Vehicle-to-everything (V2X) paradigm. This paper is focused on the design and implementation of a connected vehicle-based system to enable new services and applications to be developed, by exploiting high-quality data collected from onboard sensors and ECUs and leveraging state-of-the-art machine learning technologies."",
isbn=""978-3-030-65871-7""
}",978-3-030-65871-7_3,No,
Springer Link,Heterogeneous Computing System for Deep Learning,2024,1,"Mihaela MaliÅ£a,George VlÇŽduÅ£ Popescu &Gheorghe M. Åžtefan","Springer, Cham",Chapter,"Various forms of Deep Neural Network (DNN) architectures are used as Deep Learning tools for neural inspired computational systems. The computational power, the bandwidth and the energy requested by the current developments of the domain are very high. The solutions offered by the current architectural environment are far from being efficient. We propose a hybrid computational system for running efficiently the training and inference DNN algorithms. The system is more energy efficient compared with the current solutions, and achieves a higher actual performance per peak performance ratio. The accelerator part of our heterogeneous system is a programmable many-core system with a Map-Scan/Reductive only the cells where architecture. The chapter describes and evaluates the proposed accelerator for the main computational intensive components of a DNN: the fully connected layer, the convolution layer, the pooling layer, and the softmax layer.
 Keywords
 Deep neural network
 Parallel computing
 Heterogeneous computing
 Accelerators",https://link.springer.com/content/pdf/10.1007/978-3-030-31756-0.pdf,"@Inbook{Mali≈£a2020,
author=""Mali{\c{T}}a, Mihaela
and Popescu, George Vl{\v{a}}du{\c{T}}
and {\c{S}}tefan, Gheorghe M."",
editor=""Pedrycz, Witold
and Chen, Shyi-Ming"",
title=""Heterogeneous Computing System for Deep Learning"",
bookTitle=""Deep Learning: Concepts and Architectures"",
year=""2020"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""287--319"",
abstract=""Various forms of Deep Neural Network (DNN)Deep neural networks¬†architecturesArchitectures¬†are used as Deep LearningDeep learning¬† tools for neural inspired computational systems. The computational power, the bandwidth and the energy requested by the current developments of the domain are very high. The solutions offered by the current architectural environment are far from being efficient. We propose a hybrid computational system for running efficiently the training and inference DNN algorithms. The system is more energy efficient compared with the current solutions, and achieves a higher actual performance per peak performance ratio. The acceleratorAccelerators¬†part of our heterogeneous system is a programmable many-core system with a Map-Scan/Reductive only the cells whereArchitectures¬†architecture. The chapter describes and evaluates the proposed acceleratorAccelerators¬†for the main computational intensive components of a DNN: the fully connected layer, the convolution layer, the pooling layer, and the softmax layer."",
isbn=""978-3-030-31756-0"",
doi=""10.1007/978-3-030-31756-0_10"",
url=""https://doi.org/10.1007/978-3-030-31756-0_10""
}",978-3-030-31756-0_10,No,
Springer Link,Application of Soft Computing in Crop Management,2024,2,"Prabira Kumar Sethy,Gyana Ranjan Panigrahi,Nalini Kanta Barpanda,Santi Kumari Behera &Amiya Kumar Rath","Springer, Singapore",Chapter and Conference Paper,"Indian agriculture is overwhelmed by numerous complications; some of them are usual, and some others are artificial like small and fragmented land-holdings, seeds, manures, crop selection, crop planning, fertilizers and biocides, irrigation, lack of mechanization, soil erosion, agricultural marketing, inadequate storage facilities, and so on. With the progression of different and specific outfits for the viability test of crop management are essential for providing reliable data observing to the performance of crop management. Valuable practical data can be collected by utilizing fuzzy logic-based scheme, in contrast with the intrinsic objectivity for collecting the data in gradual progression without any flaw. By dint of subject expertise and with the knowledge of scientific derivation, the approach should inspire to every corners of the country and management of cropping schemes. This paper analyzes the application of soft computing techniques in crop management in the field of farming and organic engineering is manifested. Upcoming progress and implementation using soft computing in the arena of farming and organic work to be think about.
 Keywords
 Crop selection
 Crop planning
 Fuzzy Logic
 Soft computing
 Crop management",https://link.springer.com/content/pdf/10.1007/978-981-10-7566-7.pdf,"@InProceedings{10.1007/978-981-10-7566-7_64,
author=""Sethy, Prabira Kumar
and Panigrahi, Gyana Ranjan
and Barpanda, Nalini Kanta
and Behera, Santi Kumari
and Rath, Amiya Kumar"",
editor=""Bhateja, Vikrant
and Coello Coello, Carlos A.
and Satapathy, Suresh Chandra
and Pattnaik, Prasant Kumar"",
title=""Application of Soft Computing in Crop Management"",
booktitle=""Intelligent Engineering Informatics"",
year=""2018"",
publisher=""Springer Singapore"",
address=""Singapore"",
pages=""633--646"",
abstract=""Indian agriculture is overwhelmed by numerous complications; some of them are usual, and some others are artificial like small and fragmented land-holdings, seeds, manures, crop selection, crop planning, fertilizers and biocides, irrigation, lack of mechanization, soil erosion, agricultural marketing, inadequate storage facilities, and so on. With the progression of different and specific outfits for the viability test of crop management are essential for providing reliable data observing to the performance of crop management. Valuable practical data can be collected by utilizing fuzzy logic-based scheme, in contrast with the intrinsic objectivity for collecting the data in gradual progression without any flaw. By dint of subject expertise and with the knowledge of scientific derivation, the approach should inspire to every corners of the country and management of cropping schemes. This paper analyzes the application of soft computing techniques in crop management in the field of farming and organic engineering is manifested. Upcoming progress and implementation using soft computing in the arena of farming and organic work to be think about."",
isbn=""978-981-10-7566-7""
}",978-981-10-7566-7_64,No,
Springer Link,Workload Time Series Cumulative Prediction Mechanism for Cloud Resources Using Neural Machine Translation Technique,2024,0,Mustafa M. Al-Sayed,,Article,"Dynamic resource allocation and auto-scaling represent effective solutions for many cloud challenges, such as over-provisioning (i.e., energy-wasting, and Service level Agreement â€œSLAâ€ violation) and under-provisioning (i.e., Quality of Service â€œQoSâ€ dropping) of resources. Early workload prediction techniques play an important role in the success of these solutions. Unfortunately, no prediction technique is perfect and suitable enough for most workloads, particularly in cloud environments. Statistical and machine learning techniques may not be appropriate for predicting workloads, due to instability and dependency of cloud resourcesâ€™ workloads. Although Recurrent Neural Network (RNN) deep learning technique considers these shortcomings, it provides poor results for long-term prediction. On the other hand, Sequence-to-Sequence neural machine translation technique (Seq2Seq) is effectively used for translating long texts. In this paper, workload sequence prediction is treated as a translation problem. Therefore, an Attention Seq2Seq-based technique is proposed for predicting cloud resourcesâ€™ workloads. To validate the proposed technique, real-world dataset collected from a Google cluster of 11 k machines is used. For improving the performance of the proposed technique, a novel procedure called cumulative-validation is proposed as an alternative procedure to cross-validation. Results show the effectiveness of the proposed technique for predicting workloads of cloud resources in terms of accuracy by 98.1% compared to 91% and 85% for other sequence-based techniques, i.e. Continuous Time Markov Chain based models and Long short-term memory based models, respectively. Also, the proposed cumulative-validation procedure achieves a computational time superiority of 57% less compared to the cross-validation with a slight variation of 0.006 in prediction accuracy.",https://link.springer.com/content/pdf/10.1007/s10723-022-09607-0.pdf,"@Article{Al-Sayed2022,
author=""Al-Sayed, Mustafa M."",
title=""Workload Time Series Cumulative Prediction Mechanism for Cloud Resources Using Neural Machine Translation Technique"",
journal=""Journal of Grid Computing"",
year=""2022"",
month=""May"",
day=""04"",
volume=""20"",
number=""2"",
pages=""16"",
abstract=""Dynamic resource allocation and auto-scaling represent effective solutions for many cloud challenges, such as over-provisioning (i.e., energy-wasting, and Service level Agreement ``SLA'' violation) and under-provisioning (i.e., Quality of Service ``QoS'' dropping) of resources. Early workload prediction techniques play an important role in the success of these solutions. Unfortunately, no prediction technique is perfect and suitable enough for most workloads, particularly in cloud environments. Statistical and machine learning techniques may not be appropriate for predicting workloads, due to instability and dependency of cloud resources' workloads. Although Recurrent Neural Network (RNN) deep learning technique considers these shortcomings, it provides poor results for long-term prediction. On the other hand, Sequence-to-Sequence neural machine translation technique (Seq2Seq) is effectively used for translating long texts. In this paper, workload sequence prediction is treated as a translation problem. Therefore, an Attention Seq2Seq-based technique is proposed for predicting cloud resources' workloads. To validate the proposed technique, real-world dataset collected from a Google cluster of 11√Ç¬†k machines is used. For improving the performance of the proposed technique, a novel procedure called cumulative-validation is proposed as an alternative procedure to cross-validation. Results show the effectiveness of the proposed technique for predicting workloads of cloud resources in terms of accuracy by 98.1{\%} compared to 91{\%} and 85{\%} for other sequence-based techniques, i.e. Continuous Time Markov Chain based models and Long short-term memory based models, respectively. Also, the proposed cumulative-validation procedure achieves a computational time superiority of 57{\%} less compared to the cross-validation with a slight variation of 0.006 in prediction accuracy."",
issn=""1572-9184"",
doi=""10.1007/s10723-022-09607-0"",
url=""https://doi.org/10.1007/s10723-022-09607-0""
}",s10723-022-09607-0,No,
Springer Link,Society of Surgical Oncology SSO 2023 - International Conference on Surgical Cancer Care,2024,0,,,,,https://link.springer.com/content/pdf/10.1245/s10434-023-13332-7.pdf,"@Article{ref1,
title=""Society of Surgical Oncology SSO 2023 - International Conference on Surgical Cancer Care"",
journal=""Annals of Surgical Oncology"",
year=""2023"",
month=""Mar"",
day=""01"",
volume=""30"",
number=""1"",
pages=""1--257"",
issn=""1534-4681"",
doi=""10.1245/s10434-023-13332-7"",
url=""https://doi.org/10.1245/s10434-023-13332-7""
}",s10434-023-13332-7,No,
Springer Link,Sentimental Analysis on Multi-domain Sentiment Dataset Using SVM and Naive Bayes Algorithm,2022,0,"P. Kiran Kumar,N. Jahna Tejaswi,M. L. Vasanthi,L. L. Srihitha &B. Phanindra Kumar","Springer, Cham",Chapter and Conference Paper,"With the advent of the significant data era, people are confronted with the vast amount of information they receive each day. The quantity of information accrued and processed by Facebook, Twitter, and other significant social networks (such as Instagram) is vast. The Twitter platform encourages users to use 280 characters each to tweet their thoughts. Because tweets can use a limited number of characters, sentiment analysis becomes more accurate. Sentiment analysis is a technique for determining whether a text is positively, negatively, or neutral. Some experiments are conducted using Natural Language Processing Toolkit (NLTK) to determine whether a tweet has a neutral, positive, or negative polarity with accuracy. Moreover, by using NaÃ¯ve Bayes and SVM, the accuracy of the tweets is compared. Finally, the ROC curve will decide the efficiency of both algorithms.
 Keywords
 Twitter
 Social networks
 Sentiment analysis
 Machine Learning
 Natural Language Processing Toolkit (NLTK)
 NaÃ¯ve Bayes
 SVM",https://link.springer.com/content/pdf/10.1007/978-3-030-95502-1.pdf,"@InProceedings{10.1007/978-3-030-95502-1_16,
author=""Kiran Kumar, P.
and Jahna Tejaswi, N.
and Vasanthi, M. L.
and Srihitha, L. L.
and Phanindra Kumar, B."",
editor=""Garg, Deepak
and Jagannathan, Sarangapani
and Gupta, Ankur
and Garg, Lalit
and Gupta, Suneet"",
title=""Sentimental Analysis on Multi-domain Sentiment Dataset Using SVM and Naive Bayes Algorithm"",
booktitle=""Advanced Computing"",
year=""2022"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""201--213"",
abstract=""With the advent of the significant data era, people are confronted with the vast amount of information they receive each day. The quantity of information accrued and processed by Facebook, Twitter, and other significant social networks (such as Instagram) is vast. The Twitter platform encourages users to use 280 characters each to tweet their thoughts. Because tweets can use a limited number of characters, sentiment analysis becomes more accurate. Sentiment analysis is a technique for determining whether a text is positively, negatively, or neutral. Some experiments are conducted using Natural Language Processing Toolkit (NLTK) to determine whether a tweet has a neutral, positive, or negative polarity with accuracy. Moreover, by using Na{\""i}ve Bayes and SVM, the accuracy of the tweets is compared. Finally, the ROC curve will decide the efficiency of both algorithms."",
isbn=""978-3-030-95502-1""
}",978-3-030-95502-1_16,No,
Springer Link,Particle swarm optimization and feature selection for intrusion detection system,2022,0,"Nilesh Kunhare
 ,Ritu Tiwari &Joydip Dhar",,Article,"The network traffic in the intrusion detection system (IDS) has unpredictable behaviour due to the high computational power. The complexity of the system increases; thus, it is required to investigate the enormous number of features. However, the features that are inappropriate and (or) have some noisy data severely affect the performance of the IDSs. In this study, we have performed feature selection (FS) through a random forest algorithm for reducing irrelevant attributes. It makes the underlying task of intrusion detection effective and efficient. Later, a comparative study is carried through applying different classifiers, e.g., k Nearest Neighbour (k-NN), Support Vector Machine (SVM), Logistic Regression (LR), decision tree (DT) and Naive Bayes (NB) for measuring the different IDS metrics. The particle swarm optimization (PSO) algorithm was applied on the selective features of the NSL-KDD dataset, which cut down the false alarm rate and enhanced the detection rate and the accuracy of the IDS as compared with the mentioned state-of-the-art classifiers. This study includes the accuracy, precision, false-positive rate and the detection rate as performance metrics for the IDSs. The experimental results show low computational complexity, 99.32% efficiency and 99.26% detection rate on the selected features (=10) out of a complete set (= 41).",https://link.springer.com/content/pdf/10.1007/s12046-020-1308-5.pdf,"@Article{Kunhare2020,
author=""Kunhare, Nilesh
and Tiwari, Ritu
and Dhar, Joydip"",
title=""Particle swarm optimization and feature selection for intrusion detection system"",
journal=""S{\={a}}dhan{\={a}}"",
year=""2020"",
month=""May"",
day=""07"",
volume=""45"",
number=""1"",
pages=""109"",
abstract=""The network traffic in the intrusion detection system (IDS) has unpredictable behaviour due to the high computational power.The complexity of the system increases; thus, it is required to investigate the enormous number of features. However, the features that are inappropriate and (or) have some noisy data severely affect the performance of the IDSs. In this study, we have performed feature selection (FS) through a random forest algorithm for reducing irrelevant attributes. It makes the underlying task of intrusion detection effective and efficient. Later, a comparative study is carried through applying different classifiers, e.g., k Nearest Neighbour (k-NN), Support Vector Machine (SVM), Logistic Regression (LR), decision tree (DT) and Naive Bayes (NB) for measuring the different IDS metrics.The particle swarm optimization (PSO) algorithm was applied on the selective features of the NSL-KDD dataset, which cut down the false alarm rate and enhanced the detection rate and the accuracy of the IDS as compared with the mentioned state-of-the-art classifiers. This study includes the accuracy, precision, false-positive rate and the detection rate as performance metrics for the IDSs. The experimental results show low computational complexity, 99.32{\%} efficiency and 99.26{\%} detection rate on the selected features (=10) out of a complete set (= 41)."",
issn=""0973-7677"",
doi=""10.1007/s12046-020-1308-5"",
url=""https://doi.org/10.1007/s12046-020-1308-5""
}",s12046-020-1308-5,No,
Springer Link,DLL: A Fast Deep Neural Network Library,2022,0,"Baptiste Wicht,Andreas Fischer &Jean Hennebert","Springer, Cham",Chapter and Conference Paper,"Deep Learning Library (DLL) is a library for machine learning with deep neural networks that focuses on speed. It supports feed-forward neural networks such as fully-connected Artificial Neural Networks (ANNs) and Convolutional Neural Networks (CNNs). Our main motivation for this work was to propose and evaluate novel software engineering strategies with potential to accelerate runtime for training and inferenceâ€˜. Such strategies are mostly independent of the underlying deep learning algorithms. On three different datasets and for four different neural network models, we compared DLL to five popular deep learning libraries. Experimentally, it is shown that the proposed library is systematically and significantly faster on CPU and GPU. In terms of classification performance, similar accuracies as the other libraries are reported.
 Keywords
 Deep Learning Library (DLL)
 Convolutional Neural Network (CNNs)
 Valid Convolution
 BLAS Library
 Fast Library
 These keywords were added by machine and not by the authors. This process is experimental and the keywords may be updated as the learning algorithm improves.",https://link.springer.com/content/pdf/10.1007/978-3-319-99978-4.pdf,"@InProceedings{10.1007/978-3-319-99978-4_4,
author=""Wicht, Baptiste
and Fischer, Andreas
and Hennebert, Jean"",
editor=""Pancioni, Luca
and Schwenker, Friedhelm
and Trentin, Edmondo"",
title=""DLL: A Fast Deep Neural Network Library"",
booktitle=""Artificial Neural Networks in Pattern Recognition"",
year=""2018"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""54--65"",
abstract=""Deep Learning Library (DLL) is a library for machine learning with deep neural networks that focuses on speed. It supports feed-forward neural networks such as fully-connected Artificial Neural Networks (ANNs) and Convolutional Neural Networks (CNNs). Our main motivation for this work was to propose and evaluate novel software engineering strategies with potential to accelerate runtime for training and inference`. Such strategies are mostly independent of the underlying deep learning algorithms. On three different datasets and for four different neural network models, we compared DLL to five popular deep learning libraries. Experimentally, it is shown that the proposed library is systematically and significantly faster on CPU and GPU. In terms of classification performance, similar accuracies as the other libraries are reported."",
isbn=""978-3-319-99978-4""
}",978-3-319-99978-4_4,No,
Springer Link,Clinical Natural Language Processing and Health Interoperability to Support Knowledge Management and Governance in Rare Cancers,2022,0,"Laura Lopez-Perez
 ,Eugenio Gaeta
 ,Itziar Alonso,Alejo Esteban,Victor Gerardo Dominguez,Franco Mercalli
 ,Elena Martinelli,Annalisa Trama
 ,Maria Fernanda Cabrera
 ,Maria Teresa Arredondo
 &Giuseppe Fico",,Article,"Traditional automation technologies alone are not sufficient to enable driverless operation of trains (called Grade of Automation (GoA) 4) on non-restricted infrastructure. The required perception tasks are nowadays realized using Machine Learning (ML) and thus need to be developed and deployed reliably and efficiently. One important aspect to achieve this is to use an MLOps process for tackling improved reproducibility, traceability, collaboration, and continuous adaptation of a driverless operation to changing conditions. MLOps mixes ML application development and operation (Ops) and enables high-frequency software releases and continuous innovation based on the feedback from operations. In this paper, we outline a safe MLOps process for the continuous development and safety assurance of ML-based systems in the railway domain. It integrates system engineering, safety assurance, and the ML life-cycle in a comprehensive workflow. We present the individual stages of the process and their interactions. Moreover, we describe relevant challenges to automate the different stages of the safe MLOps process.",,"@Article{Kassa2016,
author=""Kassa, Abay Molla
and Kassa, Semu Mitiku"",
title=""A branch-and-bound multi-parametric programming approach for non-convex multilevel optimization with polyhedral constraints"",
journal=""Journal of Global Optimization"",
year=""2016"",
month=""Apr"",
day=""01"",
volume=""64"",
number=""4"",
pages=""745--764"",
abstract=""In this paper we develop a general but smooth global optimization strategy for nonlinear multilevel programming problems with polyhedral constraints. At each decision level successive convex relaxations are applied over the non-convex terms in combination with a multi-parametric programming approach. The proposed algorithm reaches the approximate global optimum in a finite number of steps through the successive subdivision of the optimization variables that contribute to the non-convexity of the problem and partitioning of the parameter space. The method is implemented and tested for a variety of bilevel, trilevel and fifth level problems which have non-convexity formulation at their inner levels."",
issn=""1573-2916"",
doi=""10.1007/s10898-015-0341-0"",
url=""https://doi.org/10.1007/s10898-015-0341-0""
}",s43681-023-00392-4,No,
Springer Link,Towards a Software Development Framework for Interconnected Science Ecosystems,2022,0,"Addi Malviya Thakur,Seth Hitefield,Marshall McDonnell,Matthew Wolf,Richard Archibald,Lance Drane,Kevin Roccapriore,Maxim Ziatdinov,Jesse McGaha,Robert Smith,John Hetrick,Mark Abraham,Sergey Yakubov,Greg Watson,Ben Chance,Clara Nguyen,Matthew Baker,Robert Michael,Elke Arenholz &Ben Mintz",,Article,"Agile software development embraces change and manifests working software over comprehensive documentation and responding to change over following a plan. The ability to continuously release software has enabled a development approach where experimental features are put to use, and, if they stand the test of real use, they remain in production. Examples of such features include machine learning (ML) models, which are usually pre-trained, but can still evolve in production. However, many domains require more plan-driven approach to avoid hazard to environment and humans, and to mitigate risks in the process. In this paper, we start by presenting continuous software engineering practices in a regulated context, and then apply the results to the emerging practice of MLOps, or continuous delivery of ML features. Furthermore, as a practical contribution, we present a case study regarding Oravizio, first CE-certified medical software for assessing the risks of joint replacement surgeries. Towards the end of the paper, we also reflect the Oravizio experiences to MLOps in regulatory context.",https://link.springer.com/content/pdf/10.1007/s42979-021-00726-1.pdf,"@Article{Zeller2024,
author=""Zeller, Marc
and Waschulzik, Thomas
and Schmid, Reiner
and Bahlmann, Claus"",
title=""Toward a safe MLOps process for the continuous development and safety assurance of ML-based systems in the railway domain"",
journal=""AI and Ethics"",
year=""2024"",
month=""Jan"",
day=""03"",
abstract=""Traditional automation technologies alone are not sufficient to enable driverless operation of trains (called Grade of Automation (GoA) 4) on non-restricted infrastructure. The required perception tasks are nowadays realized using Machine Learning (ML) and thus need to be developed and deployed reliably and efficiently. One important aspect to achieve this is to use an MLOps process for tackling improved reproducibility, traceability, collaboration, and continuous adaptation of a driverless operation to changing conditions. MLOps mixes ML application development and operation (Ops) and enables high-frequency software releases and continuous innovation based on the feedback from operations. In this paper, we outline a safe MLOps process for the continuous development and safety assurance of ML-based systems in the railway domain. It integrates system engineering, safety assurance, and the ML life-cycle in a comprehensive workflow. We present the individual stages of the process and their interactions. Moreover, we describe relevant challenges to automate the different stages of the safe MLOps process."",
issn=""2730-5961"",
doi=""10.1007/s43681-023-00392-4"",
url=""https://doi.org/10.1007/s43681-023-00392-4""
}",s42979-021-00726-1,No,
